JeinPoLiEnergySavingLampsBad,v_val,i_val,p_val,pf_val,date
JeinPoLiEnergySavingLampsBad,116.800003,0.254,19,0.641,1531664646
JeinPoLiEnergySavingLampsBad,116.199997,0.254,19,0.647,1531664648
JeinPoLiEnergySavingLampsBad,116.400002,0.252,19,0.652,1531664650
JeinPoLiEnergySavingLampsBad,116,0.252,19,0.652,1531664652
JeinPoLiEnergySavingLampsBad,116.599998,0.253,19,0.646,1531664653
JeinPoLiEnergySavingLampsBad,116.699997,0.253,19,0.644,1531664655
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.64,1531664657
JeinPoLiEnergySavingLampsBad,116.300003,0.256,19,0.639,1531664658
JeinPoLiEnergySavingLampsBad,116.400002,0.252,19,0.65,1531664660
JeinPoLiEnergySavingLampsBad,116,0.253,19,0.65,1531664662
JeinPoLiEnergySavingLampsBad,116.199997,0.256,19,0.64,1531664664
JeinPoLiEnergySavingLampsBad,115.300003,0.256,19,0.645,1531664666
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.641,1531664667
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.641,1531664669
JeinPoLiEnergySavingLampsBad,115.099998,0.26,19,0.636,1531664671
JeinPoLiEnergySavingLampsBad,115,0.261,19,0.634,1531664673
JeinPoLiEnergySavingLampsBad,115.599998,0.257,19,0.641,1531664674
JeinPoLiEnergySavingLampsBad,116.900002,0.251,19,0.647,1531664676
JeinPoLiEnergySavingLampsBad,116,0.253,19,0.648,1531664678
JeinPoLiEnergySavingLampsBad,114.699997,0.259,19,0.64,1531664680
JeinPoLiEnergySavingLampsBad,114.599998,0.26,19,0.638,1531664682
JeinPoLiEnergySavingLampsBad,115,0.255,19,0.648,1531664683
JeinPoLiEnergySavingLampsBad,115.900002,0.253,18,0.645,1531664685
JeinPoLiEnergySavingLampsBad,115.900002,0.254,19,0.644,1531664687
JeinPoLiEnergySavingLampsBad,115.800003,0.253,19,0.648,1531664689
JeinPoLiEnergySavingLampsBad,117.099998,0.251,19,0.647,1531664691
JeinPoLiEnergySavingLampsBad,115.800003,0.253,19,0.65,1531664692
JeinPoLiEnergySavingLampsBad,115.400002,0.257,19,0.641,1531664694
JeinPoLiEnergySavingLampsBad,116.199997,0.251,19,0.65,1531664696
JeinPoLiEnergySavingLampsBad,116.5,0.252,19,0.649,1531664698
JeinPoLiEnergySavingLampsBad,116.400002,0.255,19,0.639,1531664699
JeinPoLiEnergySavingLampsBad,115.900002,0.251,19,0.653,1531664701
JeinPoLiEnergySavingLampsBad,115.300003,0.251,19,0.655,1531664703
JeinPoLiEnergySavingLampsBad,115.199997,0.253,19,0.651,1531664705
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.641,1531664707
JeinPoLiEnergySavingLampsBad,116.599998,0.252,18,0.646,1531664708
JeinPoLiEnergySavingLampsBad,116.800003,0.254,19,0.641,1531664710
JeinPoLiEnergySavingLampsBad,116.400002,0.254,19,0.644,1531664712
JeinPoLiEnergySavingLampsBad,115.699997,0.251,19,0.653,1531664714
JeinPoLiEnergySavingLampsBad,115,0.256,19,0.646,1531664716
JeinPoLiEnergySavingLampsBad,115.699997,0.257,19,0.642,1531664718
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.647,1531664719
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.643,1531664721
JeinPoLiEnergySavingLampsBad,116.300003,0.252,19,0.65,1531664723
JeinPoLiEnergySavingLampsBad,116.300003,0.253,19,0.649,1531664724
JeinPoLiEnergySavingLampsBad,115.800003,0.257,19,0.641,1531664726
JeinPoLiEnergySavingLampsBad,115.300003,0.256,19,0.647,1531664728
JeinPoLiEnergySavingLampsBad,115.099998,0.256,19,0.649,1531664730
JeinPoLiEnergySavingLampsBad,116.199997,0.254,19,0.646,1531664731
JeinPoLiEnergySavingLampsBad,116.599998,0.253,19,0.648,1531664733
JeinPoLiEnergySavingLampsBad,116.900002,0.252,19,0.647,1531664735
JeinPoLiEnergySavingLampsBad,116.5,0.252,19,0.651,1531664737
JeinPoLiEnergySavingLampsBad,116,0.252,19,0.656,1531664739
JeinPoLiEnergySavingLampsBad,116.099998,0.256,19,0.644,1531664740
JeinPoLiEnergySavingLampsBad,115.300003,0.257,19,0.644,1531664742
JeinPoLiEnergySavingLampsBad,115.099998,0.254,19,0.65,1531664744
JeinPoLiEnergySavingLampsBad,116.599998,0.254,19,0.647,1531664745
JeinPoLiEnergySavingLampsBad,116.699997,0.253,19,0.646,1531664747
JeinPoLiEnergySavingLampsBad,115.800003,0.253,19,0.651,1531664749
JeinPoLiEnergySavingLampsBad,116,0.253,19,0.651,1531664751
JeinPoLiEnergySavingLampsBad,116.599998,0.256,19,0.642,1531664753
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.646,1531664755
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.645,1531664756
JeinPoLiEnergySavingLampsBad,115.300003,0.255,19,0.648,1531664758
JeinPoLiEnergySavingLampsBad,116.099998,0.254,19,0.649,1531664760
JeinPoLiEnergySavingLampsBad,115.599998,0.253,19,0.653,1531664762
JeinPoLiEnergySavingLampsBad,115.800003,0.253,19,0.651,1531664764
JeinPoLiEnergySavingLampsBad,114.800003,0.259,19,0.637,1531664766
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.641,1531664768
JeinPoLiEnergySavingLampsBad,116.099998,0.251,19,0.653,1531664770
JeinPoLiEnergySavingLampsBad,114.699997,0.259,19,0.64,1531664772
JeinPoLiEnergySavingLampsBad,116.199997,0.258,19,0.633,1531664774
JeinPoLiEnergySavingLampsBad,116.099998,0.255,18,0.64,1531664775
JeinPoLiEnergySavingLampsBad,115.800003,0.255,18,0.642,1531664777
JeinPoLiEnergySavingLampsBad,116.400002,0.25,19,0.651,1531664779
JeinPoLiEnergySavingLampsBad,116.099998,0.251,19,0.652,1531664781
JeinPoLiEnergySavingLampsBad,116.300003,0.254,18,0.642,1531664783
JeinPoLiEnergySavingLampsBad,116.400002,0.253,18,0.641,1531664785
JeinPoLiEnergySavingLampsBad,116.599998,0.25,18,0.646,1531664787
JeinPoLiEnergySavingLampsBad,116,0.253,18,0.646,1531664788
JeinPoLiEnergySavingLampsBad,117.199997,0.252,18,0.641,1531664790
JeinPoLiEnergySavingLampsBad,117.099998,0.252,18,0.64,1531664792
JeinPoLiEnergySavingLampsBad,115.300003,0.255,18,0.644,1531664794
JeinPoLiEnergySavingLampsBad,116.599998,0.252,19,0.647,1531664796
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.644,1531664798
JeinPoLiEnergySavingLampsBad,116.300003,0.25,18,0.652,1531664799
JeinPoLiEnergySavingLampsBad,115.699997,0.248,19,0.661,1531664801
JeinPoLiEnergySavingLampsBad,115.900002,0.257,18,0.638,1531664803
JeinPoLiEnergySavingLampsBad,116.400002,0.255,18,0.638,1531664805
JeinPoLiEnergySavingLampsBad,116.099998,0.25,18,0.654,1531664807
JeinPoLiEnergySavingLampsBad,116.300003,0.249,18,0.653,1531664809
JeinPoLiEnergySavingLampsBad,117,0.25,18,0.647,1531664811
JeinPoLiEnergySavingLampsBad,116.699997,0.252,18,0.642,1531664813
JeinPoLiEnergySavingLampsBad,116,0.254,18,0.642,1531664815
JeinPoLiEnergySavingLampsBad,116.300003,0.257,19,0.638,1531664816
JeinPoLiEnergySavingLampsBad,116.800003,0.253,19,0.645,1531664818
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.648,1531664820
JeinPoLiEnergySavingLampsBad,115.400002,0.252,18,0.649,1531664822
JeinPoLiEnergySavingLampsBad,116.599998,0.25,18,0.649,1531664824
JeinPoLiEnergySavingLampsBad,115.900002,0.251,18,0.651,1531664825
JeinPoLiEnergySavingLampsBad,115.5,0.255,18,0.642,1531664827
JeinPoLiEnergySavingLampsBad,114.699997,0.258,18,0.639,1531664829
JeinPoLiEnergySavingLampsBad,115.599998,0.253,18,0.642,1531664832
JeinPoLiEnergySavingLampsBad,115.900002,0.25,18,0.653,1531664835
JeinPoLiEnergySavingLampsBad,115.800003,0.25,18,0.653,1531664836
JeinPoLiEnergySavingLampsBad,115.599998,0.25,18,0.653,1531664838
JeinPoLiEnergySavingLampsBad,114.800003,0.255,18,0.641,1531664840
JeinPoLiEnergySavingLampsBad,114.900002,0.259,18,0.633,1531664842
JeinPoLiEnergySavingLampsBad,114.900002,0.258,18,0.633,1531664844
JeinPoLiEnergySavingLampsBad,115,0.256,18,0.64,1531664846
JeinPoLiEnergySavingLampsBad,116.099998,0.252,18,0.645,1531664847
JeinPoLiEnergySavingLampsBad,116.599998,0.25,18,0.648,1531664849
JeinPoLiEnergySavingLampsBad,115.400002,0.25,18,0.656,1531664851
JeinPoLiEnergySavingLampsBad,115.599998,0.253,18,0.645,1531664853
JeinPoLiEnergySavingLampsBad,116.199997,0.254,18,0.641,1531664855
JeinPoLiEnergySavingLampsBad,115.599998,0.255,18,0.641,1531664857
JeinPoLiEnergySavingLampsBad,114.900002,0.252,18,0.652,1531664859
JeinPoLiEnergySavingLampsBad,115.400002,0.255,18,0.64,1531664860
JeinPoLiEnergySavingLampsBad,115.699997,0.254,18,0.643,1531664862
JeinPoLiEnergySavingLampsBad,115.199997,0.25,18,0.655,1531664864
JeinPoLiEnergySavingLampsBad,115.5,0.253,18,0.643,1531664866
JeinPoLiEnergySavingLampsBad,115.5,0.254,18,0.642,1531664868
JeinPoLiEnergySavingLampsBad,115.099998,0.25,18,0.653,1531664870
JeinPoLiEnergySavingLampsBad,116,0.249,18,0.651,1531664871
JeinPoLiEnergySavingLampsBad,115.300003,0.252,18,0.647,1531664873
JeinPoLiEnergySavingLampsBad,114.699997,0.258,18,0.636,1531664875
JeinPoLiEnergySavingLampsBad,114.699997,0.257,18,0.641,1531664877
JeinPoLiEnergySavingLampsBad,115.5,0.254,18,0.644,1531664879
JeinPoLiEnergySavingLampsBad,116.400002,0.25,18,0.648,1531664881
JeinPoLiEnergySavingLampsBad,115.800003,0.252,18,0.646,1531664883
JeinPoLiEnergySavingLampsBad,115.5,0.253,18,0.649,1531664885
JeinPoLiEnergySavingLampsBad,115.099998,0.256,18,0.642,1531664887
JeinPoLiEnergySavingLampsBad,116.300003,0.251,18,0.648,1531664888
JeinPoLiEnergySavingLampsBad,115.699997,0.252,19,0.652,1531664890
JeinPoLiEnergySavingLampsBad,114.699997,0.253,19,0.658,1531664892
JeinPoLiEnergySavingLampsBad,114.800003,0.254,19,0.656,1531664894
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.652,1531664896
JeinPoLiEnergySavingLampsBad,115.599998,0.256,19,0.644,1531664898
JeinPoLiEnergySavingLampsBad,115.800003,0.255,19,0.645,1531664899
JeinPoLiEnergySavingLampsBad,115.199997,0.257,19,0.642,1531664901
JeinPoLiEnergySavingLampsBad,114.699997,0.254,19,0.652,1531664903
JeinPoLiEnergySavingLampsBad,114.699997,0.252,19,0.659,1531664905
JeinPoLiEnergySavingLampsBad,115.900002,0.253,19,0.651,1531664907
JeinPoLiEnergySavingLampsBad,115.699997,0.254,18,0.645,1531664909
JeinPoLiEnergySavingLampsBad,115.699997,0.254,19,0.646,1531664910
JeinPoLiEnergySavingLampsBad,115.800003,0.252,19,0.65,1531664912
JeinPoLiEnergySavingLampsBad,115.900002,0.256,19,0.643,1531664914
JeinPoLiEnergySavingLampsBad,114.800003,0.262,19,0.63,1531664916
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.636,1531664918
JeinPoLiEnergySavingLampsBad,115.300003,0.256,19,0.645,1531664919
JeinPoLiEnergySavingLampsBad,115.699997,0.252,19,0.653,1531664921
JeinPoLiEnergySavingLampsBad,116.099998,0.252,19,0.651,1531664923
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.648,1531664925
JeinPoLiEnergySavingLampsBad,116.199997,0.254,19,0.645,1531664927
JeinPoLiEnergySavingLampsBad,116.199997,0.254,19,0.645,1531664928
JeinPoLiEnergySavingLampsBad,115.400002,0.253,19,0.651,1531664930
JeinPoLiEnergySavingLampsBad,115.300003,0.255,19,0.647,1531664932
JeinPoLiEnergySavingLampsBad,115.400002,0.257,19,0.643,1531664934
JeinPoLiEnergySavingLampsBad,114.900002,0.256,19,0.646,1531664936
JeinPoLiEnergySavingLampsBad,115.5,0.254,18,0.645,1531664938
JeinPoLiEnergySavingLampsBad,115.900002,0.255,19,0.643,1531664940
JeinPoLiEnergySavingLampsBad,116.599998,0.252,19,0.649,1531664942
JeinPoLiEnergySavingLampsBad,114.800003,0.254,19,0.655,1531664944
JeinPoLiEnergySavingLampsBad,115.099998,0.255,19,0.652,1531664945
JeinPoLiEnergySavingLampsBad,115.800003,0.254,19,0.65,1531664947
JeinPoLiEnergySavingLampsBad,115.900002,0.254,19,0.647,1531664949
JeinPoLiEnergySavingLampsBad,116.599998,0.254,19,0.646,1531664951
JeinPoLiEnergySavingLampsBad,116.199997,0.258,19,0.641,1531664953
JeinPoLiEnergySavingLampsBad,116.300003,0.258,19,0.638,1531664954
JeinPoLiEnergySavingLampsBad,115.699997,0.257,19,0.641,1531664956
JeinPoLiEnergySavingLampsBad,115.5,0.257,19,0.643,1531664958
JeinPoLiEnergySavingLampsBad,115.800003,0.254,19,0.65,1531664960
JeinPoLiEnergySavingLampsBad,115.900002,0.254,19,0.648,1531664962
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.647,1531664963
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.652,1531664965
JeinPoLiEnergySavingLampsBad,116,0.255,19,0.651,1531664967
JeinPoLiEnergySavingLampsBad,115.800003,0.256,19,0.647,1531664969
JeinPoLiEnergySavingLampsBad,116,0.255,19,0.646,1531664970
JeinPoLiEnergySavingLampsBad,115.599998,0.256,19,0.646,1531664972
JeinPoLiEnergySavingLampsBad,115.199997,0.256,19,0.649,1531664974
JeinPoLiEnergySavingLampsBad,115.099998,0.26,19,0.643,1531664976
JeinPoLiEnergySavingLampsBad,115.900002,0.255,19,0.651,1531664978
JeinPoLiEnergySavingLampsBad,114.300003,0.258,19,0.651,1531664979
JeinPoLiEnergySavingLampsBad,113.800003,0.262,19,0.643,1531664981
JeinPoLiEnergySavingLampsBad,115.099998,0.261,19,0.64,1531664983
JeinPoLiEnergySavingLampsBad,114.800003,0.263,19,0.636,1531664984
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.645,1531664986
JeinPoLiEnergySavingLampsBad,114.300003,0.257,19,0.651,1531664988
JeinPoLiEnergySavingLampsBad,115.099998,0.254,19,0.654,1531664990
JeinPoLiEnergySavingLampsBad,115.5,0.254,19,0.653,1531664992
JeinPoLiEnergySavingLampsBad,114.199997,0.261,19,0.641,1531664994
JeinPoLiEnergySavingLampsBad,115.599998,0.257,19,0.643,1531664996
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.65,1531664997
JeinPoLiEnergySavingLampsBad,115.199997,0.256,19,0.649,1531664999
JeinPoLiEnergySavingLampsBad,114.400002,0.257,19,0.652,1531665001
JeinPoLiEnergySavingLampsBad,115.099998,0.259,19,0.645,1531665003
JeinPoLiEnergySavingLampsBad,115.199997,0.258,19,0.644,1531665005
JeinPoLiEnergySavingLampsBad,115.199997,0.255,19,0.649,1531665006
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.649,1531665008
JeinPoLiEnergySavingLampsBad,115.400002,0.257,19,0.645,1531665010
JeinPoLiEnergySavingLampsBad,114.699997,0.259,19,0.646,1531665012
JeinPoLiEnergySavingLampsBad,114.599998,0.26,19,0.643,1531665013
JeinPoLiEnergySavingLampsBad,115.900002,0.255,19,0.65,1531665015
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.653,1531665017
JeinPoLiEnergySavingLampsBad,115.199997,0.254,19,0.653,1531665019
JeinPoLiEnergySavingLampsBad,115,0.259,19,0.644,1531665021
JeinPoLiEnergySavingLampsBad,115.199997,0.263,19,0.631,1531665023
JeinPoLiEnergySavingLampsBad,115,0.264,19,0.634,1531665024
JeinPoLiEnergySavingLampsBad,114.900002,0.261,19,0.642,1531665026
JeinPoLiEnergySavingLampsBad,115.199997,0.257,19,0.648,1531665028
JeinPoLiEnergySavingLampsBad,115.599998,0.257,19,0.645,1531665030
JeinPoLiEnergySavingLampsBad,114.900002,0.261,19,0.641,1531665031
JeinPoLiEnergySavingLampsBad,114.800003,0.262,19,0.639,1531665033
JeinPoLiEnergySavingLampsBad,115.599998,0.258,19,0.644,1531665035
JeinPoLiEnergySavingLampsBad,114.900002,0.262,19,0.638,1531665037
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.643,1531665038
JeinPoLiEnergySavingLampsBad,116.400002,0.254,19,0.65,1531665040
JeinPoLiEnergySavingLampsBad,115.900002,0.254,19,0.654,1531665042
JeinPoLiEnergySavingLampsBad,115.900002,0.254,19,0.654,1531665044
JeinPoLiEnergySavingLampsBad,115.699997,0.254,19,0.652,1531665046
JeinPoLiEnergySavingLampsBad,115.099998,0.254,19,0.655,1531665048
JeinPoLiEnergySavingLampsBad,114.699997,0.257,19,0.652,1531665049
JeinPoLiEnergySavingLampsBad,114.5,0.257,19,0.653,1531665051
JeinPoLiEnergySavingLampsBad,113.900002,0.262,19,0.645,1531665053
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.644,1531665055
JeinPoLiEnergySavingLampsBad,114.599998,0.259,19,0.65,1531665056
JeinPoLiEnergySavingLampsBad,114,0.26,19,0.65,1531665058
JeinPoLiEnergySavingLampsBad,114.300003,0.257,19,0.655,1531665060
JeinPoLiEnergySavingLampsBad,115.300003,0.26,19,0.637,1531665062
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.643,1531665063
JeinPoLiEnergySavingLampsBad,113.699997,0.259,19,0.649,1531665065
JeinPoLiEnergySavingLampsBad,113.900002,0.26,19,0.644,1531665067
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.652,1531665069
JeinPoLiEnergySavingLampsBad,115.5,0.254,19,0.654,1531665071
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.653,1531665072
JeinPoLiEnergySavingLampsBad,113.900002,0.262,19,0.641,1531665074
JeinPoLiEnergySavingLampsBad,114.599998,0.261,19,0.64,1531665076
JeinPoLiEnergySavingLampsBad,115.699997,0.254,19,0.654,1531665078
JeinPoLiEnergySavingLampsBad,115.300003,0.255,19,0.654,1531665080
JeinPoLiEnergySavingLampsBad,115.5,0.255,19,0.653,1531665081
JeinPoLiEnergySavingLampsBad,115.599998,0.255,19,0.654,1531665083
JeinPoLiEnergySavingLampsBad,115.699997,0.256,19,0.653,1531665085
JeinPoLiEnergySavingLampsBad,115.099998,0.256,19,0.654,1531665087
JeinPoLiEnergySavingLampsBad,115.300003,0.259,19,0.645,1531665089
JeinPoLiEnergySavingLampsBad,115.800003,0.259,19,0.645,1531665090
JeinPoLiEnergySavingLampsBad,114.5,0.255,19,0.658,1531665092
JeinPoLiEnergySavingLampsBad,114,0.255,19,0.662,1531665094
JeinPoLiEnergySavingLampsBad,114.699997,0.254,19,0.659,1531665096
JeinPoLiEnergySavingLampsBad,114.699997,0.261,19,0.64,1531665098
JeinPoLiEnergySavingLampsBad,114.300003,0.26,19,0.646,1531665100
JeinPoLiEnergySavingLampsBad,114.400002,0.256,19,0.653,1531665101
JeinPoLiEnergySavingLampsBad,115,0.254,19,0.656,1531665103
JeinPoLiEnergySavingLampsBad,115,0.255,19,0.655,1531665105
JeinPoLiEnergySavingLampsBad,114,0.263,19,0.638,1531665107
JeinPoLiEnergySavingLampsBad,115.800003,0.259,19,0.641,1531665109
JeinPoLiEnergySavingLampsBad,115,0.262,19,0.636,1531665111
JeinPoLiEnergySavingLampsBad,114.099998,0.265,19,0.634,1531665112
JeinPoLiEnergySavingLampsBad,114.699997,0.261,19,0.642,1531665114
JeinPoLiEnergySavingLampsBad,114.199997,0.257,19,0.652,1531665116
JeinPoLiEnergySavingLampsBad,113.699997,0.26,19,0.649,1531665118
JeinPoLiEnergySavingLampsBad,114.5,0.26,19,0.647,1531665119
JeinPoLiEnergySavingLampsBad,114,0.257,19,0.656,1531665121
JeinPoLiEnergySavingLampsBad,115.099998,0.254,19,0.658,1531665123
JeinPoLiEnergySavingLampsBad,114.400002,0.257,19,0.651,1531665125
JeinPoLiEnergySavingLampsBad,113.599998,0.26,19,0.647,1531665127
JeinPoLiEnergySavingLampsBad,114.199997,0.259,19,0.647,1531665128
JeinPoLiEnergySavingLampsBad,114.400002,0.261,19,0.642,1531665130
JeinPoLiEnergySavingLampsBad,114.5,0.257,19,0.651,1531665132
JeinPoLiEnergySavingLampsBad,114.400002,0.255,19,0.658,1531665134
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.645,1531665135
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.638,1531665137
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.643,1531665139
JeinPoLiEnergySavingLampsBad,113.300003,0.259,19,0.646,1531665141
JeinPoLiEnergySavingLampsBad,114.699997,0.254,19,0.653,1531665143
JeinPoLiEnergySavingLampsBad,114.099998,0.257,19,0.648,1531665144
JeinPoLiEnergySavingLampsBad,114.300003,0.253,19,0.659,1531665146
JeinPoLiEnergySavingLampsBad,115,0.253,19,0.657,1531665148
JeinPoLiEnergySavingLampsBad,115.300003,0.252,19,0.654,1531665150
JeinPoLiEnergySavingLampsBad,115.199997,0.252,18,0.653,1531665151
JeinPoLiEnergySavingLampsBad,115.099998,0.252,18,0.653,1531665153
JeinPoLiEnergySavingLampsBad,114.400002,0.257,18,0.644,1531665155
JeinPoLiEnergySavingLampsBad,114.300003,0.26,18,0.637,1531665157
JeinPoLiEnergySavingLampsBad,115.599998,0.261,19,0.632,1531665159
JeinPoLiEnergySavingLampsBad,114.599998,0.262,19,0.634,1531665161
JeinPoLiEnergySavingLampsBad,114.300003,0.254,19,0.653,1531665162
JeinPoLiEnergySavingLampsBad,114.400002,0.26,19,0.641,1531665164
JeinPoLiEnergySavingLampsBad,114.599998,0.26,19,0.639,1531665166
JeinPoLiEnergySavingLampsBad,114.699997,0.254,18,0.652,1531665168
JeinPoLiEnergySavingLampsBad,114.099998,0.256,19,0.653,1531665170
JeinPoLiEnergySavingLampsBad,114.599998,0.261,19,0.637,1531665172
JeinPoLiEnergySavingLampsBad,114.199997,0.26,19,0.64,1531665173
JeinPoLiEnergySavingLampsBad,114.400002,0.257,19,0.649,1531665175
JeinPoLiEnergySavingLampsBad,115.099998,0.257,19,0.647,1531665177
JeinPoLiEnergySavingLampsBad,114.699997,0.26,19,0.642,1531665179
JeinPoLiEnergySavingLampsBad,114.5,0.257,19,0.649,1531665180
JeinPoLiEnergySavingLampsBad,114.300003,0.256,19,0.653,1531665182
JeinPoLiEnergySavingLampsBad,115,0.258,19,0.64,1531665184
JeinPoLiEnergySavingLampsBad,114.900002,0.256,19,0.645,1531665185
JeinPoLiEnergySavingLampsBad,115.099998,0.253,19,0.655,1531665187
JeinPoLiEnergySavingLampsBad,115.699997,0.252,19,0.654,1531665189
JeinPoLiEnergySavingLampsBad,116,0.251,19,0.654,1531665190
JeinPoLiEnergySavingLampsBad,115.400002,0.255,19,0.647,1531665192
JeinPoLiEnergySavingLampsBad,115,0.256,18,0.644,1531665194
JeinPoLiEnergySavingLampsBad,113.900002,0.259,19,0.644,1531665196
JeinPoLiEnergySavingLampsBad,114.900002,0.258,19,0.639,1531665198
JeinPoLiEnergySavingLampsBad,115.900002,0.254,19,0.645,1531665199
JeinPoLiEnergySavingLampsBad,115.599998,0.252,18,0.649,1531665201
JeinPoLiEnergySavingLampsBad,115.300003,0.254,18,0.645,1531665203
JeinPoLiEnergySavingLampsBad,115.099998,0.251,18,0.652,1531665204
JeinPoLiEnergySavingLampsBad,115,0.255,18,0.647,1531665206
JeinPoLiEnergySavingLampsBad,115.599998,0.254,18,0.647,1531665208
JeinPoLiEnergySavingLampsBad,114.900002,0.258,18,0.639,1531665210
JeinPoLiEnergySavingLampsBad,115.099998,0.259,18,0.635,1531665212
JeinPoLiEnergySavingLampsBad,115.900002,0.252,18,0.647,1531665213
JeinPoLiEnergySavingLampsBad,115.900002,0.251,19,0.653,1531665215
JeinPoLiEnergySavingLampsBad,115.5,0.251,19,0.656,1531665217
JeinPoLiEnergySavingLampsBad,114.400002,0.254,18,0.651,1531665219
JeinPoLiEnergySavingLampsBad,114.900002,0.254,18,0.647,1531665220
JeinPoLiEnergySavingLampsBad,115.599998,0.254,18,0.646,1531665222
JeinPoLiEnergySavingLampsBad,114.800003,0.253,18,0.652,1531665224
JeinPoLiEnergySavingLampsBad,114.800003,0.255,18,0.647,1531665226
JeinPoLiEnergySavingLampsBad,115.699997,0.255,18,0.643,1531665228
JeinPoLiEnergySavingLampsBad,115.199997,0.25,18,0.653,1531665229
JeinPoLiEnergySavingLampsBad,114.5,0.25,18,0.659,1531665231
JeinPoLiEnergySavingLampsBad,114.699997,0.251,18,0.657,1531665233
JeinPoLiEnergySavingLampsBad,114.800003,0.251,18,0.654,1531665235
JeinPoLiEnergySavingLampsBad,115.099998,0.253,18,0.649,1531665236
JeinPoLiEnergySavingLampsBad,115.300003,0.252,18,0.649,1531665238
JeinPoLiEnergySavingLampsBad,114.400002,0.254,18,0.65,1531665240
JeinPoLiEnergySavingLampsBad,114.099998,0.258,18,0.639,1531665241
JeinPoLiEnergySavingLampsBad,115.300003,0.253,18,0.645,1531665243
JeinPoLiEnergySavingLampsBad,115.699997,0.253,18,0.644,1531665245
JeinPoLiEnergySavingLampsBad,115.5,0.254,18,0.644,1531665247
JeinPoLiEnergySavingLampsBad,115.5,0.253,18,0.645,1531665249
JeinPoLiEnergySavingLampsBad,116.300003,0.251,18,0.647,1531665250
JeinPoLiEnergySavingLampsBad,114.699997,0.255,19,0.65,1531665252
JeinPoLiEnergySavingLampsBad,114.300003,0.259,19,0.642,1531665254
JeinPoLiEnergySavingLampsBad,114.900002,0.26,19,0.637,1531665256
JeinPoLiEnergySavingLampsBad,116.099998,0.252,19,0.65,1531665258
JeinPoLiEnergySavingLampsBad,114.900002,0.254,19,0.653,1531665259
JeinPoLiEnergySavingLampsBad,114.699997,0.256,19,0.65,1531665261
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.652,1531665263
JeinPoLiEnergySavingLampsBad,115.099998,0.253,19,0.657,1531665265
JeinPoLiEnergySavingLampsBad,115.300003,0.255,19,0.65,1531665267
JeinPoLiEnergySavingLampsBad,115.099998,0.255,19,0.652,1531665269
JeinPoLiEnergySavingLampsBad,114.5,0.257,19,0.653,1531665271
JeinPoLiEnergySavingLampsBad,116.300003,0.26,19,0.637,1531665272
JeinPoLiEnergySavingLampsBad,114.900002,0.257,19,0.65,1531665274
JeinPoLiEnergySavingLampsBad,114.199997,0.256,19,0.656,1531665276
JeinPoLiEnergySavingLampsBad,115.599998,0.26,19,0.641,1531665278
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.644,1531665279
JeinPoLiEnergySavingLampsBad,114.900002,0.259,19,0.647,1531665281
JeinPoLiEnergySavingLampsBad,115.400002,0.259,19,0.646,1531665283
JeinPoLiEnergySavingLampsBad,114.900002,0.255,19,0.657,1531665284
JeinPoLiEnergySavingLampsBad,115.199997,0.258,19,0.65,1531665286
JeinPoLiEnergySavingLampsBad,115.800003,0.257,19,0.649,1531665288
JeinPoLiEnergySavingLampsBad,115.699997,0.255,19,0.655,1531665290
JeinPoLiEnergySavingLampsBad,115.199997,0.259,19,0.649,1531665292
JeinPoLiEnergySavingLampsBad,115.099998,0.256,19,0.655,1531665293
JeinPoLiEnergySavingLampsBad,115.5,0.258,19,0.644,1531665295
JeinPoLiEnergySavingLampsBad,116.199997,0.254,19,0.651,1531665297
